,listing_link,product_name,img_url,listing_upload_date
0,https://www.carousell.sg/p/%F0%9F%94%A5instocks%F0%9F%94%A5-26-inch-single-speed-with-black-rim-wheel-bicycle-free-wheel-with-coaster-brake-bike-bicycle-road-bicycle-road-bike-1-3-days-delivery-%E2%98%8E%EF%B8%8Fwhatsapp-82998491%E2%98%8E%EF%B8%8F-%F0%9F%92%A5-goodmansg-goodman-good-%F0%9F%92%A5-1067389186/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=0,🔥INSTOCKS🔥 26 inch single speed with Black Rim Wheel Bicycle Free Wheel with coaster brake | bike / Bicycle | Road Bicycle / Road Bike [1-3 Days Delivery] .☎️WhatsApp 82998491☎️.💥 Goodmansg / Goodman / Good 💥,https://media.karousell.com/media/photos/products/2022/9/29/_instocks_black_rim_wheel_bicy_1664420866_8b3b0afa_progressive_thumbnail,54 minutes ago
1,https://www.carousell.sg/p/%F0%9F%94%A5instocks%F0%9F%94%A5-26-inch-21-speeds-mountain-bike-mtb-allmove-bike-bicycle-mountain-bike-mountain-bicycle-mtb-allmove-1-3-days-delivery-%E2%98%8E%EF%B8%8Fwhatsapp-82998491%E2%98%8E%EF%B8%8F%F0%9F%92%A5-goodmansg-goodman-good-%F0%9F%92%A5-1067390110/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=1,🔥INSTOCKS🔥 26 inch 21 Speeds Mountain Bike MTB (ALLMOVE ) | Bike / Bicycle | Mountain Bike / Mountain Bicycle / MTB ( ALLMOVE ) [1-3 Days Delivery].☎️WhatsApp 82998491☎️💥 Goodmansg / Goodman / Good 💥,https://media.karousell.com/media/photos/products/2022/9/29/_instocks_26_inch_21_speeds_mo_1664426667_f3231ba0_progressive_thumbnail,54 minutes ago
2,https://www.carousell.sg/p/decathlon-btwin-kids-bicycle-14-inch-1259749325/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=2,Decathlon Btwin Kids Bicycle 14 inch,https://media.karousell.com/media/photos/products/2023/10/12/decathlon_btwin_kids_bicycle_1_1697122761_c88054e9_progressive_thumbnail.jpg,55 minutes ago
3,https://www.carousell.sg/p/kids-bicycle-decathlon-1259742153/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=3,Kids Bicycle - Decathlon,https://media.karousell.com/media/photos/products/2023/10/12/kids_bicycle_1697120223_8ac4b399_progressive_thumbnail.jpg,2 hours ago
5,https://www.carousell.sg/p/bicycle-1259742120/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=5,Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/bicycle_1697120212_04cef47c_progressive_thumbnail.jpg,2 hours ago
6,https://www.carousell.sg/p/bicycle-1258172294/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=6,Bicycle,https://media.karousell.com/media/photos/products/2023/10/3/bicycle_1696342045_87590356_progressive_thumbnail.jpg,2 hours ago
7,https://www.carousell.sg/p/360-degree-rotation-silicone-bicycle-phone-holder-x2-1259739106/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=7,360 Degree Rotation Silicone Bicycle Phone Holder x2,https://media.karousell.com/media/photos/products/2023/10/12/360_degree_rotation_silicone_b_1697119202_e75d2b58_progressive_thumbnail.jpg,2 hours ago
8,https://www.carousell.sg/p/fixie-bicycle-1259739099/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=8,Fixie bicycle,https://media.karousell.com/media/photos/products/2023/10/12/fixie_bicycle_1697119201_3792ad13_progressive_thumbnail.jpg,2 hours ago
9,https://www.carousell.sg/p/foldable-bike-folding-bicycle-dahon-rifle-fnhon-crius-hito-java-tern-shimano-litepro-1128149473/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=9,Foldable bike folding bicycle Dahon rifle fnhon crius hito java tern shimano litepro,https://media.karousell.com/media/photos/products/2021/11/27/foldable_bike_folding_bicycle__1637993164_c99dfc8e_progressive_thumbnail.jpg,2 hours ago
10,https://www.carousell.sg/p/fnhon-foldable-bicycle-1248570564/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=10,Fnhon foldable bicycle,https://media.karousell.com/media/photos/products/2023/8/12/fnhon_foldable_bicycle_1691832316_c7087230_progressive_thumbnail.jpg,2 hours ago
